Student_ID,High_School_Stream,Best_Subjects,Physics,Math,Chemistry,Biology,Economics,Geography,History,Literature,Admitted_Field,Recommended_Field
202,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
203,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
204,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
205,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
206,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
207,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
208,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
209,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
210,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
211,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
212,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
213,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
214,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
215,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
216,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
217,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
218,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
219,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
220,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
221,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
222,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
223,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
224,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
225,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
226,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
227,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
228,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
229,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
230,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
231,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
232,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
233,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
234,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
235,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
236,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
237,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
238,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
239,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
240,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
241,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
242,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
243,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
244,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
245,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
246,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
247,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
248,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
249,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
250,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
251,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
252,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
253,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
254,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
255,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
256,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
257,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
258,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
259,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
260,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
261,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
262,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
263,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
264,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
265,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
266,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
267,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
268,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
269,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
270,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
271,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
272,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
273,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
274,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
275,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
276,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
277,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
278,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
279,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
280,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
281,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
282,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
283,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
284,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
285,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
286,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
287,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
288,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
289,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
290,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
291,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
292,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
293,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
294,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
295,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
296,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
297,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
298,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
299,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
300,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
301,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
302,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
303,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
304,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
305,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
306,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
307,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
308,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
309,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
310,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
311,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
312,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
313,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
314,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
315,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
316,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
317,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
318,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
319,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
320,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
321,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
322,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
323,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
324,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
325,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
326,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
327,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
328,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
329,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
330,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
331,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
332,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
333,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
334,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
335,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
336,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
337,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
338,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
339,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
340,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
341,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
342,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
343,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
344,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
345,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
346,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
347,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
348,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
349,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
350,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
351,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
352,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
353,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
354,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
355,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
356,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
357,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
358,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
359,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
360,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
361,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
362,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
363,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
364,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
365,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
366,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
367,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
368,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
369,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
370,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
371,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
372,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
373,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
374,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
375,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
376,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
377,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
378,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
379,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
380,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
381,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
382,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
383,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
384,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
385,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
386,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
387,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
388,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
389,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
390,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
391,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
392,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
393,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
394,PCM,"Physics, Math",78.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,ELECTRICAL,ELECTRICAL
395,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
396,MPG,"Math, Physics",74.0,74.0,0.0,0.0,0.0,75.0,0.0,0.0,QUANTITY SURVEY,QUANTITY SURVEY
397,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
398,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
399,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
400,PCM,"Physics, Math",80.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,ELECTRONICS AND TELECOMMUNICATION,ELECTRONICS AND TELECOMMUNICATION
401,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
402,MPG,"Math, Physics",72.0,73.0,0.0,0.0,0.0,74.0,0.0,0.0,LAND SURVEY,LAND SURVEY
403,MEG,"Math, Economics",0.0,78.0,0.0,0.0,75.0,80.0,0.0,0.0,HIGHWAY,HIGHWAY
404,HGL,"History, Literature",0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,HOSPITALITY,HOSPITALITY
405,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
406,MEG,"Math, Economics",0.0,75.0,0.0,0.0,72.0,78.0,0.0,0.0,CONSTRUCTION TECHNOLOGY,CONSTRUCTION TECHNOLOGY
407,PCM,"Physics, Math",85.0,90.0,78.0,0.0,0.0,0.0,0.0,0.0,IT,IT
408,PCB,"Biology, Chemistry",72.0,0.0,80.0,85.0,0.0,0.0,0.0,0.0,ANIMAL HEALTH,ANIMAL HEALTH
